"","type","variable","server.preparation.time"
"21283","Measurement","server.preparation.time",6.32540011405945
"21284","Measurement","server.preparation.time",4.56863594055176
"21285","Measurement","server.preparation.time",3.56593418121338
"21286","Measurement","server.preparation.time",4.04316210746765
"21287","Measurement","server.preparation.time",3.61407399177551
"21288","Measurement","server.preparation.time",4.72701501846313
"21289","Measurement","server.preparation.time",3.17333793640137
"21290","Measurement","server.preparation.time",4.59854698181152
"21291","Measurement","server.preparation.time",3.42799091339111
"21292","Measurement","server.preparation.time",5.408695936203
"21293","Measurement","server.preparation.time",3.19653296470642
"21294","Measurement","server.preparation.time",5.82710409164429
"21295","Measurement","server.preparation.time",3.15399813652039
"21296","Measurement","server.preparation.time",3.40072703361511
"21297","Measurement","server.preparation.time",3.44686603546143
"21298","Measurement","server.preparation.time",2.95013213157654
"21299","Measurement","server.preparation.time",2.968905210495
"21300","Measurement","server.preparation.time",2.43325519561768
"21301","Measurement","server.preparation.time",2.92480897903442
"21302","Measurement","server.preparation.time",4.8401300907135
"21303","Measurement","server.preparation.time",3.69252490997314
"21304","Measurement","server.preparation.time",2.55074405670166
"21305","Measurement","server.preparation.time",3.82845997810364
"21306","Measurement","server.preparation.time",13.5431041717529
"21307","Measurement","server.preparation.time",4.79314804077148
"21308","Measurement","server.preparation.time",4.69826197624207
"21309","Measurement","server.preparation.time",1.91519212722778
"21310","Measurement","server.preparation.time",3.92498207092285
"21311","Measurement","server.preparation.time",5.1194429397583
"21312","Measurement","server.preparation.time",4.40012407302856
"21313","Measurement","server.preparation.time",3.12936091423035
"21314","Measurement","server.preparation.time",2.96579790115356
"21315","Measurement","server.preparation.time",3.46955609321594
"21316","Measurement","server.preparation.time",3.01426219940186
"21317","Measurement","server.preparation.time",4.68768715858459
"21318","Measurement","server.preparation.time",4.04782009124756
"21319","Measurement","server.preparation.time",5.77383708953857
"21320","Measurement","server.preparation.time",2.42826914787292
"21321","Measurement","server.preparation.time",2.16184997558594
"21322","Measurement","server.preparation.time",1.88345384597778
"21323","Measurement","server.preparation.time",2.77400422096252
"21324","Measurement","server.preparation.time",2.95376801490784
"21325","Measurement","server.preparation.time",3.85761284828186
"21326","Measurement","server.preparation.time",5.97044515609741
"21327","Measurement","server.preparation.time",3.71910285949707
"21328","Measurement","server.preparation.time",8.31515097618103
"21329","Measurement","server.preparation.time",4.33213996887207
"21330","Measurement","server.preparation.time",5.39817714691162
"21331","Measurement","server.preparation.time",2.64305806159973
"21332","Measurement","server.preparation.time",2.70290493965149
"21333","Measurement","server.preparation.time",3.05891704559326
"21334","Measurement","server.preparation.time",5.07319402694702
"21335","Measurement","server.preparation.time",2.83204507827759
"21336","Measurement","server.preparation.time",4.50957202911377
"21337","Measurement","server.preparation.time",5.95121002197266
"21338","Measurement","server.preparation.time",11.5404300689697
"21339","Measurement","server.preparation.time",4.32583093643188
"21340","Measurement","server.preparation.time",4.67190194129944
"21341","Measurement","server.preparation.time",3.51550316810608
"21342","Measurement","server.preparation.time",3.60529613494873
"21343","Measurement","server.preparation.time",4.28794288635254
"21344","Measurement","server.preparation.time",2.24272894859314
"21345","Measurement","server.preparation.time",5.55471897125244
"21346","Measurement","server.preparation.time",3.987380027771
"21347","Measurement","server.preparation.time",2.77568387985229
"21348","Measurement","server.preparation.time",5.34423899650574
"21349","Measurement","server.preparation.time",2.59775900840759
"21350","Measurement","server.preparation.time",2.46524810791016
"21351","Measurement","server.preparation.time",4.54139184951782
"21352","Measurement","server.preparation.time",9.25944995880127
"21353","Measurement","server.preparation.time",2.65676999092102
"21354","Measurement","server.preparation.time",2.81517100334167
"21355","Measurement","server.preparation.time",2.44103407859802
"21356","Measurement","server.preparation.time",4.60663819313049
"21357","Measurement","server.preparation.time",4.25542092323303
"21358","Measurement","server.preparation.time",2.23630285263062
"21359","Measurement","server.preparation.time",5.01013398170471
"21360","Measurement","server.preparation.time",5.52202105522156
"21361","Measurement","server.preparation.time",3.60909795761108
"21362","Measurement","server.preparation.time",3.53759002685547
"21363","Measurement","server.preparation.time",4.42963910102844
"21364","Measurement","server.preparation.time",4.26652789115906
"21365","Measurement","server.preparation.time",5.54435086250305
"21366","Measurement","server.preparation.time",3.08545517921448
"21367","Measurement","server.preparation.time",3.48076510429382
"21368","Measurement","server.preparation.time",3.87156891822815
"21369","Measurement","server.preparation.time",5.05062007904053
"21370","Measurement","server.preparation.time",2.93428015708923
"21371","Measurement","server.preparation.time",3.12127709388733
"21372","Measurement","server.preparation.time",3.62379193305969
"21373","Measurement","server.preparation.time",3.59314703941345
"21374","Measurement","server.preparation.time",3.57464504241943
"21375","Measurement","server.preparation.time",2.94505095481873
"21376","Measurement","server.preparation.time",3.0322151184082
"21377","Measurement","server.preparation.time",2.33850383758545
"21378","Measurement","server.preparation.time",2.90306901931763
"21379","Measurement","server.preparation.time",5.88294506072998
"21380","Measurement","server.preparation.time",4.2220721244812
"21381","Measurement","server.preparation.time",2.64283609390259
"21382","Measurement","server.preparation.time",14.125657081604
"21383","Measurement","server.preparation.time",4.21742081642151
"21384","Measurement","server.preparation.time",3.44568204879761
"21385","Measurement","server.preparation.time",3.8269350528717
"21386","Measurement","server.preparation.time",4.31004810333252
"21387","Measurement","server.preparation.time",3.70876884460449
"21388","Measurement","server.preparation.time",10.0143611431122
"21389","Measurement","server.preparation.time",4.27628207206726
"21390","Measurement","server.preparation.time",3.08021688461304
"21391","Measurement","server.preparation.time",2.85950994491577
"21392","Measurement","server.preparation.time",3.07064604759216
"21393","Measurement","server.preparation.time",3.17140507698059
"21394","Measurement","server.preparation.time",4.328528881073
"21395","Measurement","server.preparation.time",3.67659401893616
"21396","Measurement","server.preparation.time",5.98639297485352
"21397","Measurement","server.preparation.time",1.86073803901672
"21398","Measurement","server.preparation.time",1.87969708442688
"21399","Measurement","server.preparation.time",1.80963397026062
"21400","Measurement","server.preparation.time",1.77941584587097
"21401","Measurement","server.preparation.time",2.72696495056152
"21402","Measurement","server.preparation.time",2.668133020401
"21403","Measurement","server.preparation.time",2.93432807922363
"21404","Measurement","server.preparation.time",3.34005498886108
"21405","Measurement","server.preparation.time",9.79707407951355
"21406","Measurement","server.preparation.time",2.99125385284424
"21407","Measurement","server.preparation.time",8.16062498092651
"21408","Measurement","server.preparation.time",4.73597502708435
"21409","Measurement","server.preparation.time",8.10238790512085
"21410","Measurement","server.preparation.time",2.4660279750824
"21411","Measurement","server.preparation.time",3.08489608764648
"21412","Measurement","server.preparation.time",2.29670214653015
"21413","Measurement","server.preparation.time",4.81633496284485
"21414","Measurement","server.preparation.time",2.46158409118652
"21415","Measurement","server.preparation.time",4.31122016906738
"21416","Measurement","server.preparation.time",5.20458698272705
"21417","Measurement","server.preparation.time",12.5879640579224
"21418","Measurement","server.preparation.time",4.06350588798523
"21419","Measurement","server.preparation.time",4.02328085899353
"21420","Measurement","server.preparation.time",3.12249898910522
"21421","Measurement","server.preparation.time",3.36894917488098
"21422","Measurement","server.preparation.time",3.07683801651001
"21423","Measurement","server.preparation.time",2.0850670337677
"21424","Measurement","server.preparation.time",4.46529722213745
"21425","Measurement","server.preparation.time",2.23701405525208
"21426","Measurement","server.preparation.time",4.30889296531677
"21427","Measurement","server.preparation.time",2.37185907363892
"21428","Measurement","server.preparation.time",3.83320116996765
"21429","Measurement","server.preparation.time",5.86368298530579
"21430","Measurement","server.preparation.time",2.63940000534058
"21431","Measurement","server.preparation.time",3.97261118888855
"21432","Measurement","server.preparation.time",2.01937818527222
"21433","Measurement","server.preparation.time",5.29339194297791
"21434","Measurement","server.preparation.time",5.61730813980103
"21435","Measurement","server.preparation.time",2.4092230796814
"21436","Measurement","server.preparation.time",5.17309093475342
"21437","Measurement","server.preparation.time",4.34377503395081
"21438","Measurement","server.preparation.time",3.69513916969299
"21439","Measurement","server.preparation.time",3.00003290176392
"21440","Measurement","server.preparation.time",4.23931407928467
"21441","Measurement","server.preparation.time",3.46778988838196
"21442","Measurement","server.preparation.time",4.33232092857361
"21443","Measurement","server.preparation.time",2.72379517555237
"21444","Measurement","server.preparation.time",3.857253074646
"21445","Measurement","server.preparation.time",3.32398009300232
"21446","Measurement","server.preparation.time",5.3106050491333
"21447","Measurement","server.preparation.time",2.85412788391113
"21448","Measurement","server.preparation.time",12.5141408443451
"21449","Measurement","server.preparation.time",3.42001008987427
"21450","Measurement","server.preparation.time",5.15530490875244
"21451","Measurement","server.preparation.time",4.18354916572571
"21452","Measurement","server.preparation.time",2.8765389919281
"21453","Measurement","server.preparation.time",3.27515506744385
"21454","Measurement","server.preparation.time",2.40253615379333
"21455","Measurement","server.preparation.time",2.62478017807007
"21456","Measurement","server.preparation.time",4.05754899978638
"21457","Measurement","server.preparation.time",4.36043810844421
"21458","Measurement","server.preparation.time",2.25768089294434
"21459","Measurement","server.preparation.time",14.7082631587982
"21460","Measurement","server.preparation.time",4.6039891242981
"21461","Measurement","server.preparation.time",3.62481594085693
"21462","Measurement","server.preparation.time",4.437166929245
"21463","Measurement","server.preparation.time",4.1122190952301
"21464","Measurement","server.preparation.time",6.71544694900513
"21465","Measurement","server.preparation.time",4.43739700317383
"21466","Measurement","server.preparation.time",3.13868093490601
"21467","Measurement","server.preparation.time",2.85499286651611
"21468","Measurement","server.preparation.time",3.3849310874939
"21469","Measurement","server.preparation.time",3.78419518470764
"21470","Measurement","server.preparation.time",4.33851504325867
"21471","Measurement","server.preparation.time",3.84454989433289
"21472","Measurement","server.preparation.time",6.0110969543457
"21473","Measurement","server.preparation.time",2.05817794799805
"21474","Measurement","server.preparation.time",1.86111903190613
"21475","Measurement","server.preparation.time",1.68245911598206
"21476","Measurement","server.preparation.time",2.59856605529785
"21477","Measurement","server.preparation.time",2.76832389831543
"21478","Measurement","server.preparation.time",2.82986187934875
"21479","Measurement","server.preparation.time",3.39255309104919
"21480","Measurement","server.preparation.time",6.4631040096283
"21481","Measurement","server.preparation.time",4.0072910785675
"21482","Measurement","server.preparation.time",7.0160961151123
"21483","Measurement","server.preparation.time",5.43721890449524
"21484","Measurement","server.preparation.time",8.04956817626953
"21485","Measurement","server.preparation.time",2.35090708732605
"21486","Measurement","server.preparation.time",3.12908601760864
"21487","Measurement","server.preparation.time",2.28939914703369
"21488","Measurement","server.preparation.time",3.42248511314392
"21489","Measurement","server.preparation.time",2.55216383934021
"21490","Measurement","server.preparation.time",4.09251403808594
"21491","Measurement","server.preparation.time",4.37040305137634
"21492","Measurement","server.preparation.time",9.10760998725891
"21493","Measurement","server.preparation.time",3.96633696556091
"21494","Measurement","server.preparation.time",3.85589408874512
"21495","Measurement","server.preparation.time",3.44667100906372
"21496","Measurement","server.preparation.time",3.37478423118591
"21497","Measurement","server.preparation.time",2.99467802047729
"21498","Measurement","server.preparation.time",2.28409314155579
"21499","Measurement","server.preparation.time",9.1948230266571
"21500","Measurement","server.preparation.time",4.05998706817627
"21501","Measurement","server.preparation.time",2.46270203590393
"21502","Measurement","server.preparation.time",5.86415195465088
"21503","Measurement","server.preparation.time",2.53386497497559
"21504","Measurement","server.preparation.time",2.32563400268555
"21505","Measurement","server.preparation.time",4.09649610519409
"21506","Measurement","server.preparation.time",6.0712890625
"21507","Measurement","server.preparation.time",3.04572510719299
"21508","Measurement","server.preparation.time",3.06981587409973
"21509","Measurement","server.preparation.time",2.16727614402771
"21510","Measurement","server.preparation.time",4.93780398368835
"21511","Measurement","server.preparation.time",6.05795693397522
"21512","Measurement","server.preparation.time",2.05673408508301
"21513","Measurement","server.preparation.time",1.63898181915283
"21514","Measurement","server.preparation.time",5.27600693702698
"21515","Measurement","server.preparation.time",4.21189498901367
"21516","Measurement","server.preparation.time",4.09341216087341
"21517","Measurement","server.preparation.time",3.00877118110657
"21518","Measurement","server.preparation.time",4.25730109214783
"21519","Measurement","server.preparation.time",3.85302805900574
"21520","Measurement","server.preparation.time",4.80234003067017
"21521","Measurement","server.preparation.time",2.90524411201477
"21522","Measurement","server.preparation.time",3.40209603309631
"21523","Measurement","server.preparation.time",3.14246106147766
"21524","Measurement","server.preparation.time",4.24667406082153
"21525","Measurement","server.preparation.time",3.56700015068054
"21526","Measurement","server.preparation.time",5.04816508293152
"21527","Measurement","server.preparation.time",3.89563298225403
"21528","Measurement","server.preparation.time",3.34652805328369
"21529","Measurement","server.preparation.time",3.16708993911743
"21530","Measurement","server.preparation.time",2.99612092971802
"21531","Measurement","server.preparation.time",3.56460094451904
"21532","Measurement","server.preparation.time",2.42554903030396
"21533","Measurement","server.preparation.time",2.79919815063477
"21534","Measurement","server.preparation.time",3.17424011230469
"21535","Measurement","server.preparation.time",6.58026695251465
"21536","Measurement","server.preparation.time",3.05351185798645
"21537","Measurement","server.preparation.time",4.49502515792847
"21538","Measurement","server.preparation.time",6.14631104469299
"21539","Measurement","server.preparation.time",7.3417010307312
"21540","Measurement","server.preparation.time",4.47028994560242
"21541","Measurement","server.preparation.time",3.9820499420166
"21542","Measurement","server.preparation.time",5.34822607040405
"21543","Measurement","server.preparation.time",5.97729206085205
"21544","Measurement","server.preparation.time",3.32223701477051
"21545","Measurement","server.preparation.time",2.98400497436523
"21546","Measurement","server.preparation.time",3.18177795410156
"21547","Measurement","server.preparation.time",7.47438788414001
"21548","Measurement","server.preparation.time",3.7070529460907
"21549","Measurement","server.preparation.time",9.20587420463562
"21550","Measurement","server.preparation.time",1.84594297409058
"21551","Measurement","server.preparation.time",3.36069703102112
"21552","Measurement","server.preparation.time",3.64330196380615
"21553","Measurement","server.preparation.time",9.30398416519165
"21554","Measurement","server.preparation.time",1.95874404907227
"21555","Measurement","server.preparation.time",8.46276807785034
"21556","Measurement","server.preparation.time",7.10431599617004
"21557","Measurement","server.preparation.time",3.61969208717346
"21558","Measurement","server.preparation.time",3.15687203407288
"21559","Measurement","server.preparation.time",4.45626997947693
"21560","Measurement","server.preparation.time",2.80022025108337
"21561","Measurement","server.preparation.time",3.78932499885559
"21562","Measurement","server.preparation.time",4.90264487266541
"21563","Measurement","server.preparation.time",5.11403608322144
"21564","Measurement","server.preparation.time",7.11703395843506
"21565","Measurement","server.preparation.time",2.61648988723755
"21566","Measurement","server.preparation.time",6.69717717170715
"21567","Measurement","server.preparation.time",2.4368109703064
"21568","Measurement","server.preparation.time",2.25404405593872
"21569","Measurement","server.preparation.time",7.02793312072754
"21570","Measurement","server.preparation.time",7.18362998962402
"21571","Measurement","server.preparation.time",3.0334210395813
"21572","Measurement","server.preparation.time",2.4553210735321
"21573","Measurement","server.preparation.time",2.15965104103088
"21574","Measurement","server.preparation.time",1.80357384681702
"21575","Measurement","server.preparation.time",2.14506506919861
"21576","Measurement","server.preparation.time",8.40667319297791
"21577","Measurement","server.preparation.time",6.7334041595459
"21578","Measurement","server.preparation.time",1.90260696411133
"21579","Measurement","server.preparation.time",3.08549308776855
"21580","Measurement","server.preparation.time",3.18359303474426
"21581","Measurement","server.preparation.time",2.6890721321106
"21582","Measurement","server.preparation.time",6.31306719779968
"21583","Measurement","server.preparation.time",3.46910881996155
"21584","Measurement","server.preparation.time",5.65373110771179
"21585","Measurement","server.preparation.time",3.67645120620728
"21586","Measurement","server.preparation.time",3.4100821018219
"21587","Measurement","server.preparation.time",2.71599888801575
"21588","Measurement","server.preparation.time",1.7769730091095
"21589","Measurement","server.preparation.time",9.34710812568665
"21590","Measurement","server.preparation.time",1.84130311012268
"21591","Measurement","server.preparation.time",8.28634095191956
"21592","Measurement","server.preparation.time",7.3153760433197
"21593","Measurement","server.preparation.time",4.25549387931824
"21594","Measurement","server.preparation.time",13.5342891216278
"21595","Measurement","server.preparation.time",4.52621912956238
"21596","Measurement","server.preparation.time",2.31464409828186
"21597","Measurement","server.preparation.time",4.47326111793518
"21598","Measurement","server.preparation.time",10.8851130008698
"21599","Measurement","server.preparation.time",4.5672869682312
"21600","Measurement","server.preparation.time",3.86886405944824
"21601","Measurement","server.preparation.time",5.58320593833923
"21602","Measurement","server.preparation.time",5.34614300727844
"21603","Measurement","server.preparation.time",3.08746099472046
"21604","Measurement","server.preparation.time",4.10295104980469
"21605","Measurement","server.preparation.time",5.56025004386902
"21606","Measurement","server.preparation.time",3.88614797592163
"21607","Measurement","server.preparation.time",6.62239599227905
"21608","Measurement","server.preparation.time",2.04703307151794
"21609","Measurement","server.preparation.time",2.07881093025208
"21610","Measurement","server.preparation.time",1.75727915763855
"21611","Measurement","server.preparation.time",3.58081698417664
"21612","Measurement","server.preparation.time",2.7440071105957
"21613","Measurement","server.preparation.time",3.55747008323669
"21614","Measurement","server.preparation.time",4.16317415237427
"21615","Measurement","server.preparation.time",6.52405190467834
"21616","Measurement","server.preparation.time",3.77846002578735
"21617","Measurement","server.preparation.time",9.9218430519104
"21618","Measurement","server.preparation.time",3.93133497238159
"21619","Measurement","server.preparation.time",2.35293102264404
"21620","Measurement","server.preparation.time",4.16870093345642
"21621","Measurement","server.preparation.time",3.46915292739868
"21622","Measurement","server.preparation.time",4.74294114112854
"21623","Measurement","server.preparation.time",3.01258683204651
"21624","Measurement","server.preparation.time",4.06359601020813
"21625","Measurement","server.preparation.time",6.64198899269104
"21626","Measurement","server.preparation.time",4.44129514694214
"21627","Measurement","server.preparation.time",3.96323823928833
"21628","Measurement","server.preparation.time",4.19843697547913
"21629","Measurement","server.preparation.time",3.32093286514282
"21630","Measurement","server.preparation.time",3.42037916183472
"21631","Measurement","server.preparation.time",2.93485116958618
"21632","Measurement","server.preparation.time",2.19843912124634
"21633","Measurement","server.preparation.time",10.832407951355
"21634","Measurement","server.preparation.time",4.42705798149109
"21635","Measurement","server.preparation.time",3.24770712852478
"21636","Measurement","server.preparation.time",5.65828108787537
"21637","Measurement","server.preparation.time",3.09566617012024
"21638","Measurement","server.preparation.time",2.70197606086731
"21639","Measurement","server.preparation.time",3.72136616706848
"21640","Measurement","server.preparation.time",5.34353113174438
"21641","Measurement","server.preparation.time",2.89513182640076
"21642","Measurement","server.preparation.time",3.61441016197205
"21643","Measurement","server.preparation.time",5.43105006217957
"21644","Measurement","server.preparation.time",2.11285805702209
"21645","Measurement","server.preparation.time",3.53814888000488
"21646","Measurement","server.preparation.time",6.77608919143677
"21647","Measurement","server.preparation.time",2.03965187072754
"21648","Measurement","server.preparation.time",5.56938219070435
"21649","Measurement","server.preparation.time",4.22883105278015
"21650","Measurement","server.preparation.time",2.95896410942078
"21651","Measurement","server.preparation.time",3.61157894134521
"21652","Measurement","server.preparation.time",4.78629994392395
"21653","Measurement","server.preparation.time",2.73011422157288
"21654","Measurement","server.preparation.time",4.38397717475891
"21655","Measurement","server.preparation.time",3.58699512481689
"21656","Measurement","server.preparation.time",5.94112610816956
"21657","Measurement","server.preparation.time",4.057541847229
"21658","Measurement","server.preparation.time",3.08705997467041
"21659","Measurement","server.preparation.time",3.12831497192383
"21660","Measurement","server.preparation.time",3.6290328502655
"21661","Measurement","server.preparation.time",4.93813920021057
"21662","Measurement","server.preparation.time",3.52870106697083
"21663","Measurement","server.preparation.time",3.36206912994385
"21664","Measurement","server.preparation.time",3.18285202980042
"21665","Measurement","server.preparation.time",2.30677485466003
"21666","Measurement","server.preparation.time",3.18713808059692
"21667","Measurement","server.preparation.time",4.45676803588867
"21668","Measurement","server.preparation.time",3.3402271270752
"21669","Measurement","server.preparation.time",2.68788290023804
"21670","Measurement","server.preparation.time",4.16517400741577
"21671","Measurement","server.preparation.time",6.26634120941162
"21672","Measurement","server.preparation.time",11.0887501239777
"21673","Measurement","server.preparation.time",4.76346588134766
"21674","Measurement","server.preparation.time",3.7838990688324
"21675","Measurement","server.preparation.time",5.12648105621338
"21676","Measurement","server.preparation.time",4.07150793075562
"21677","Measurement","server.preparation.time",3.09406805038452
"21678","Measurement","server.preparation.time",3.15157604217529
"21679","Measurement","server.preparation.time",3.48130702972412
"21680","Measurement","server.preparation.time",4.53221797943115
"21681","Measurement","server.preparation.time",3.61203598976135
"21682","Measurement","server.preparation.time",6.1240611076355
"21683","Measurement","server.preparation.time",2.08440899848938
"21684","Measurement","server.preparation.time",1.88433313369751
"21685","Measurement","server.preparation.time",2.33293986320496
"21686","Measurement","server.preparation.time",2.8983690738678
"21687","Measurement","server.preparation.time",2.55817294120789
"21688","Measurement","server.preparation.time",2.69902515411377
"21689","Measurement","server.preparation.time",3.03825998306274
"21690","Measurement","server.preparation.time",3.29694604873657
"21691","Measurement","server.preparation.time",7.83349394798279
"21692","Measurement","server.preparation.time",4.63629221916199
"21693","Measurement","server.preparation.time",5.33230805397034
"21694","Measurement","server.preparation.time",2.18400692939758
"21695","Measurement","server.preparation.time",2.83741092681885
"21696","Measurement","server.preparation.time",2.83228492736816
"21697","Measurement","server.preparation.time",4.77473902702332
"21698","Measurement","server.preparation.time",2.62986612319946
"21699","Measurement","server.preparation.time",3.90248799324036
"21700","Measurement","server.preparation.time",6.32221794128418
"21701","Measurement","server.preparation.time",5.13316702842712
"21702","Measurement","server.preparation.time",4.63496112823486
"21703","Measurement","server.preparation.time",4.19384002685547
"21704","Measurement","server.preparation.time",2.90458011627197
"21705","Measurement","server.preparation.time",3.51824998855591
"21706","Measurement","server.preparation.time",2.94783806800842
"21707","Measurement","server.preparation.time",1.98468995094299
"21708","Measurement","server.preparation.time",5.56680822372437
"21709","Measurement","server.preparation.time",6.83022403717041
"21710","Measurement","server.preparation.time",2.50058698654175
"21711","Measurement","server.preparation.time",11.7972240447998
"21712","Measurement","server.preparation.time",2.55821514129639
"21713","Measurement","server.preparation.time",2.31971406936646
"21714","Measurement","server.preparation.time",3.94605493545532
"21715","Measurement","server.preparation.time",8.01991701126099
"21716","Measurement","server.preparation.time",3.06315112113953
"21717","Measurement","server.preparation.time",2.71036505699158
"21718","Measurement","server.preparation.time",4.42072701454163
"21719","Measurement","server.preparation.time",2.18391513824463
"21720","Measurement","server.preparation.time",6.3273561000824
"21721","Measurement","server.preparation.time",3.85446619987488
"21722","Measurement","server.preparation.time",2.74842596054077
"21723","Measurement","server.preparation.time",5.88915395736694
"21724","Measurement","server.preparation.time",12.3328201770782
"21725","Measurement","server.preparation.time",6.79415917396545
"21726","Measurement","server.preparation.time",2.88575911521912
"21727","Measurement","server.preparation.time",2.97034502029419
"21728","Measurement","server.preparation.time",5.47571897506714
"21729","Measurement","server.preparation.time",2.89104104042053
"21730","Measurement","server.preparation.time",3.83770489692688
"21731","Measurement","server.preparation.time",4.05941915512085
"21732","Measurement","server.preparation.time",4.79887509346008
"21733","Measurement","server.preparation.time",11.1258449554443
"21734","Measurement","server.preparation.time",3.17790389060974
"21735","Measurement","server.preparation.time",2.78637909889221
"21736","Measurement","server.preparation.time",5.09920787811279
"21737","Measurement","server.preparation.time",6.53496503829956
"21738","Measurement","server.preparation.time",3.3215479850769
"21739","Measurement","server.preparation.time",2.78929591178894
"21740","Measurement","server.preparation.time",7.10988402366638
"21741","Measurement","server.preparation.time",7.98732209205627
"21742","Measurement","server.preparation.time",3.16079211235046
"21743","Measurement","server.preparation.time",4.83357906341553
"21744","Measurement","server.preparation.time",4.61387705802917
"21745","Measurement","server.preparation.time",2.36758089065552
"21746","Measurement","server.preparation.time",1.93188405036926
"21747","Measurement","server.preparation.time",4.468092918396
